Time,Click
12:01:08,0
12:01:08,0
12:01:08,0
12:01:08,0
12:01:37,1
12:01:37,1
12:01:38,1
12:02:48,1
12:02:49,1
12:02:49,1
12:02:49,1
12:02:50,1
12:02:50,1
12:03:04,0
12:03:04,0
12:03:09,1
12:03:09,1
12:03:10,1
12:04:39,1
12:04:40,1
12:04:40,1
12:05:15,1
12:05:15,1
12:05:16,1
12:05:16,1
12:05:46,0
12:05:46,0
12:05:46,0
12:05:47,0
12:05:47,1
12:05:48,1
12:05:48,1
12:05:49,1
12:05:49,1
12:06:30,0
12:06:31,0
12:06:31,0
12:06:31,0
12:06:33,1
12:06:34,1
12:06:47,0
12:06:47,0
12:06:47,0
12:06:55,0
12:06:55,0
12:06:55,0
12:06:55,0
12:06:56,1
12:06:57,1
12:06:57,1
12:07:39,0
12:07:40,0
12:07:40,0
12:07:40,0
12:07:41,1
12:07:41,1
12:07:42,1
12:07:42,1
12:07:42,1
12:07:43,1
12:08:04,0
12:08:05,0
12:08:06,1
12:08:06,1
12:08:07,1
12:08:07,1
12:08:08,1
12:08:08,1
12:08:08,1
12:08:08,1
12:08:09,1
12:08:48,0
12:08:49,0
12:08:49,0
12:08:49,0
12:08:49,0
12:08:50,1
12:08:51,1
12:08:52,1
12:08:52,1
12:08:52,1
12:09:13,0
12:09:13,0
12:09:14,0
12:09:14,0
12:09:15,1
12:09:15,1
12:09:15,1
12:09:15,1
12:09:16,1
12:09:16,1
12:09:16,1
12:09:57,0
12:09:58,0
12:09:58,0
12:09:59,1
12:09:59,1
12:10:00,1
12:10:17,0
12:10:17,0
12:10:18,0
12:10:18,0
12:10:21,0
12:10:22,0
12:10:22,0
12:10:22,0
12:10:22,0
12:10:23,0
12:10:23,0
12:10:23,0
12:10:24,0
12:10:24,0
12:10:25,1
12:10:25,1
12:10:26,1
12:10:26,1
12:10:26,1
12:10:50,0
12:10:51,0
12:10:53,0
12:10:53,0
12:10:58,0
12:10:59,0
12:10:59,0
12:10:59,0
12:11:03,0
12:11:03,0
12:11:04,0
12:11:06,0
12:11:07,0
12:11:07,0
12:11:07,0
12:11:08,0
12:11:08,0
12:11:09,1
12:11:09,1
12:11:15,0
12:11:15,0
12:11:16,0
12:11:16,0
12:11:16,0
12:11:19,1
12:11:20,1
12:11:21,1
12:11:30,0
12:11:31,0
12:11:31,0
12:11:31,0
12:11:31,0
12:11:31,0
12:11:32,0
12:11:32,0
12:11:33,1
12:11:33,1
12:11:34,1
12:11:35,1
12:11:35,1
12:11:36,1
12:12:02,0
12:12:02,0
12:12:03,0
12:12:03,0
12:12:08,0
12:12:09,0
12:12:12,0
12:12:12,0
12:12:12,0
12:12:15,0
12:12:15,0
12:12:16,0
12:12:16,0
12:12:16,0
12:12:16,0
12:12:17,0
12:12:17,0
12:12:21,1
12:12:22,1
12:12:24,1
12:12:38,0
12:12:40,0
12:12:40,0
12:12:40,0
12:12:40,0
12:12:40,0
12:12:41,0
12:12:41,1
12:12:42,1
12:12:42,1
12:12:43,1
12:12:43,1
12:12:44,1
12:13:12,0
12:13:12,0
12:13:15,0
12:13:16,0
12:13:16,0
12:13:16,0
12:13:16,0
12:13:17,0
12:13:17,0
12:13:24,0
12:13:24,0
12:13:25,0
12:13:25,0
12:13:25,0
12:13:26,0
12:13:26,0
12:13:31,0
12:13:33,1
12:13:33,1
12:13:33,1
12:13:41,0
12:13:43,1
12:13:44,1
12:13:50,0
12:13:50,0
12:13:50,0
12:13:51,0
12:13:51,0
12:13:52,1
12:13:52,1
12:13:52,1
12:13:53,1
12:13:53,1
12:13:53,1
12:13:53,1
12:13:54,1
12:13:54,1
12:14:03,1
12:14:21,0
12:14:26,0
12:14:26,0
12:14:27,0
12:14:31,1
12:14:32,1
12:14:33,0
12:14:33,0
12:14:41,1
12:14:52,1
12:14:57,0
12:14:57,0
12:14:57,0
12:14:58,0
12:14:58,0
12:14:58,0
12:15:00,1
