Time,GSR
'0:0:0.0,9.0120
'0:0:0.1,9.0386
'0:0:0.2,9.0598
'0:0:0.3,9.0709
'0:0:0.4,9.0765
'0:0:0.5,9.0765
'0:0:0.6,9.0743
'0:0:0.7,9.0698
'0:0:0.8,9.0586
'0:0:0.9,9.0453
'0:0:1.0,9.0342
'0:0:1.1,9.0165
'0:0:1.2,8.9933
'0:0:1.3,8.9669
'0:0:1.4,8.9461
'0:0:1.5,8.9232
'0:0:1.6,8.9015
'0:0:1.7,8.8842
'0:0:1.8,8.8724
'0:0:1.9,8.8702
'0:0:2.0,8.8810
'0:0:2.1,8.9080
'0:0:2.2,8.9418
'0:0:2.3,8.9757
'0:0:2.4,9.0054
'0:0:2.5,9.0286
'0:0:2.6,9.0431
'0:0:2.7,9.0520
'0:0:2.8,9.0575
'0:0:2.9,9.0586
'0:0:3.0,9.0564
'0:0:3.1,9.0497
'0:0:3.2,9.0397
'0:0:3.3,9.0231
'0:0:3.4,9.0054
'0:0:3.5,8.9867
'0:0:3.6,8.9680
'0:0:3.7,8.9461
'0:0:3.8,8.9254
'0:0:3.9,8.9048
'0:0:4.0,8.8853
'0:0:4.1,8.8680
'0:0:4.2,8.8541
'0:0:4.3,8.8412
'0:0:4.4,8.8305
'0:0:4.5,8.8209
'0:0:4.6,8.8112
'0:0:4.7,8.8038
'0:0:4.8,8.7974
'0:0:4.9,8.7910
'0:0:5.0,8.7878
'0:0:5.1,8.7847
'0:0:5.2,8.7815
'0:0:5.3,8.7751
'0:0:5.4,8.7709
'0:0:5.5,8.7666
'0:0:5.6,8.7624
'0:0:5.7,8.7603
'0:0:5.8,8.7571
'0:0:5.9,8.7529
'0:0:6.0,8.7487
'0:0:6.1,8.7455
'0:0:6.2,8.7424
'0:0:6.3,8.7392
'0:0:6.4,8.7403
'0:0:6.5,8.7455
'0:0:6.6,8.7656
'0:0:6.7,8.8166
'0:0:6.8,8.9015
'0:0:6.9,9.0187
'0:0:7.0,9.1440
'0:0:7.1,9.2628
'0:0:7.2,9.3676
'0:0:7.3,9.4469
'0:0:7.4,9.5116
'0:0:7.5,9.5624
'0:0:7.6,9.6014
'0:0:7.7,9.6333
'0:0:7.8,9.6579
'0:0:7.9,9.6715
'0:0:8.0,9.6814
'0:0:8.1,9.6876
'0:0:8.2,9.6826
'0:0:8.3,9.6690
